contrast_0,correlation_0,correlation_45,correlation_90
0.11134481398711711,0.10346768810859591,0.12274435510738148,1.0
0.21348757723149728,0.48236339878410583,0.39197288389296997,0.5455368727836638
0.09741028000525828,0.38284354100858004,0.6325859063537962,0.7369493783217539
0.1096358617063231,0.5978547283844544,0.3141414338706948,0.5628762723642702
0.10306296831865386,0.32178655238056375,0.23203432965519852,0.7690627856939793
0.24240830813724196,0.5567957242668382,0.1914926172461588,0.43982077543428383
0.00552123044564217,0.4138731617266251,0.44850597995200403,0.6179554399932253
0.22150650716445378,0.43335785045673575,0.09456698998276727,0.6218917708297441
0.1275141317207835,0.47885917502087094,0.2192425345458468,0.5859371073048966
0.18167477323517808,0.462411681757419,0.25993235363925843,0.5760112959721093
0.13842513474431445,0.6796428691402928,0.13799411832847214,0.39222712913032154
0.10818982516103588,0.6017660319621493,0.38116365785059403,0.46808541712823043
0.12593663730774285,0.47054134644103,0.3392801982219144,0.6326924617022607
0.13500723018272642,0.5518810668868658,0.2394551730491482,0.5413384961396908
0.19981595898514523,0.6705199256123854,0.1672042887046206,0.37397195224804164
0.09741028000525828,0.38284354100858004,0.6301247256785817,0.736949378321754
0.08176679374260545,0.5566882393892744,0.3127519540275711,0.5536572178068263
0.12225581701064805,0.3263050389671006,0.1725396023786608,0.7446009300395278
0.098330485079532,0.4536983079796361,0.4139503216490627,0.6287353882910397
0.08018929932956485,0.33266304900531585,0.1712372504200646,0.7617671664918303
0.1317207834888918,0.39814862426205294,0.2536819815308918,0.6896305600826331
0.09938214802155906,0.2746828462572632,0.18628780360880412,0.8151089199222874
0.13776784540554748,0.4869032798182236,0.47225466911693476,0.6092125177125114
0.16497962403049818,0.5333994566628318,0.19499390046741993,0.5354700386375075
0.1706323123438937,0.5360945622284666,0.3958032778385482,0.5214605781174113
0.5584330222163796,0.39434518466046564,0.262954363620387,0.45644439159995903
0.1305376626791113,0.41918017027919774,0.24694696657704968,0.6712427828621468
0.06914683843828051,0.25772435695272433,0.3424297491558021,0.8611775895801423
0.0,0.0,0.07228367517045324,0.0
0.12225581701064805,0.573049530937833,0.5474750731069347,0.5091962879604501
0.09517549625345076,0.41571613586851136,0.18043975565665882,0.6505127482129727
0.1478901012225581,0.5747852684605163,0.540742189521942,0.5400451578099814
0.3348231891678716,0.6044274469190843,0.2471763831643046,0.40972815535420504
0.14999342710661231,0.7033422340378024,0.30177704910298936,0.3609676157501989
0.0,0.0,0.07228367517045324,0.0
0.13895096621532793,0.38956514879233767,0.43391014074280826,0.6706945410992156
0.4718022873668988,0.334891666484746,0.2465419079861682,0.6085514698397285
0.09096884448534243,0.6066074711757788,0.5872660571513469,0.47975753240811686
0.05573813592743525,0.6960688743313789,0.22436201242968806,0.45650841225954913
0.08531615617194685,0.5136100175434491,0.19051865973964174,0.5912093541785727
0.0,0.0,0.07228367517045324,0.0
0.34928355462074395,0.4947390413583876,0.36109128171905314,0.5123326199724961
0.06691205468647297,0.5572437471461896,0.6628848880261062,0.5745467801173912
0.10332588405416061,0.5063919317890592,0.2002853360304509,0.5701280740317068
0.31917970290521885,0.4736131071654026,0.44837163587707485,0.525492736490814
0.12948599973708422,0.44660603648998515,0.3256094262704562,0.6507147651292745
0.25884054160641506,0.6523456143246565,0.20853742159687705,0.36578364967447896
0.021296174576048373,0.5838536596858998,0.5581065333019934,0.6016093313422926
0.0,0.0,0.07228367517045324,0.0
0.17352438543446821,0.266863466663427,0.08563074763103028,0.8153440627722276
0.09543841198895751,0.48412640818275754,0.25842849024923903,0.5858806772562131
0.4345997107926907,0.4750684656149282,0.23298102364754492,0.3831820730984437
0.2776390166951491,0.4569909516941297,0.1948031050354798,0.540128898675088
0.11502563428421189,0.31489336798357215,0.2946676937716762,0.7527642691724669
0.12422768502694884,0.35163330002621396,0.08817327432497395,0.8015813321030703
0.08755093992375439,0.5959320307306986,0.26318699513934996,0.4896868266937146
0.07887472065203101,0.604483135091253,0.1991744759373816,0.5010642085736848
0.19810700670435122,0.5130394277176651,0.624277232801541,0.6101518114738979
0.06809517549625345,0.3550948302684393,0.5690756425762247,0.7733631508315578
0.0,0.0,0.07228367517045324,0.0
0.390955698698567,0.40348696579518917,0.18189166247686925,0.5722321260638984
0.0,0.0,0.07228367517045324,0.0
0.0,0.0,0.07228367517045324,0.0
0.10017089522807937,0.6564772882937926,0.1377698407698673,0.5098391117929076
0.0,0.0,0.07228367517045324,0.0
0.0,0.0,0.07228367517045324,0.0
0.4388063625607992,0.4102851843152094,0.30671343117033045,0.47071212161100395
0.0,0.0,0.07228367517045324,0.0
0.0,0.0,0.07228367517045324,0.0
0.07006704351255422,0.3608271929300145,0.20170853959106427,0.7322433844450857
0.12304456421716838,0.4126326856131857,0.22674925428584977,0.6826509313101111
0.2024451163402129,0.5117008045428088,0.33820663889463193,0.5092124646879389
0.08400157749441303,0.5953026604712769,0.3226514895500128,0.5692869327798749
0.2667280136716182,0.3907237209590439,0.24897525011741495,0.6118031417510208
0.12764558958853686,0.6404031680302154,0.1336922825860506,0.4715238115943127
0.10201130537662677,0.46874534918324756,0.21335805875085975,0.6248990761694441
0.0,0.0,0.07228367517045324,0.0
0.19087682397791503,0.3807757073216153,0.19976288474612822,0.6494182601952034
0.15512028394899433,0.7180038176668124,0.1935560652002289,0.3433312550239813
0.20809780465360847,0.3379315435798648,0.299103166880762,0.6455853427411431
0.40699355856448,0.5928722409762366,0.22543373032788966,0.3357467235863041
0.0,0.0,0.07228367517045324,0.0
0.31707637702116465,0.5914434498982969,0.37574648204388944,0.4448701376727362
0.07506244248718284,0.6265951054626867,0.46213519890831256,0.5020641840040068
0.04785066386223214,0.4824929232008001,0.5206676731977933,0.6541262662154494
0.4848166162744839,0.4967503794265949,0.1728037487274977,0.49421417005250345
0.08807677139476795,0.5317965232269513,0.23955670782886793,0.6155054092281042
0.09504403838569737,0.5414353386515738,0.2086799169205004,0.5325961772512947
0.16103588799789662,0.4788631323787048,0.18509042457098385,0.5911020467558156
0.24503746549230968,0.4423401698677443,0.2200120472376145,0.544864963505326
0.12843433679505714,0.4694567712737629,0.1502326241200558,0.6601469444072979
0.317207834888918,0.47215545597982517,0.09562991437552608,0.5433772045796312
0.1411857499671355,0.5976973775317826,0.3460897922269128,0.48634344871032986
0.07782305771000393,0.3562855058442752,0.22268794291231805,0.7790908163636242
0.20152491126593922,0.4833310506502432,0.3389319990945718,0.5620329392824965
0.13198369922439857,0.4756161804020895,0.3420073985023315,0.6033060186999037
0.23360063099776515,0.5011048279843213,0.2488879459774355,0.6038551110922703
0.0,0.0,0.07228367517045324,0.0
0.06572893387669251,0.27334398158989065,0.2851011122104337,0.8749464876587995
0.09688444853424474,0.5566924680830012,0.24217206178606177,0.5364336461745651
0.0,0.0,0.07228367517045324,0.0
0.0,0.0,0.07228367517045324,0.0
0.1271197581175233,0.43068099362246853,0.5453869948492567,0.6488134172936201
0.08018929932956485,0.33266304900531585,0.1712372504200646,0.7617671664918303
0.2107269620086762,0.42556461598571704,0.3119852209348889,0.637939649728902
0.08781385565926118,0.3513636181161986,0.3778902012627795,0.7767805185031808
0.13395556724069932,0.32575930737079367,0.16488393960571926,0.7579847412305734
0.0780859734455107,0.6039172085064508,0.5313639689756946,0.6128606067469301
0.133166820034179,0.2951459956897282,0.23965165512088252,0.7912606114558927
0.13408702510845266,0.4543652902571034,0.25245232926137584,0.614184186600921
0.08097804653608517,0.48192667902198705,0.27062427391514676,0.5933344494412731
0.0,0.0,0.07228367517045324,0.0
0.265281977126331,0.4655632767457802,0.46414055054136605,0.5680321689908304
0.07295911660312869,0.5024108047209688,0.1853913529151939,0.6168839057487927
0.47167082949914546,0.4940932966877918,0.18374072174943526,0.4950647626174053
0.39174444590508734,0.4751654263599803,0.27577622165240107,0.4779962384839749
0.10385171552517415,0.4354026109850831,0.1889277099688053,0.6497842167603701
0.10174838964112,0.46218434233431105,0.1570042558790705,0.6322760595534762
0.18114894176416457,0.7409025949324282,0.20409600379072595,0.28976557709781703
0.09110030235309581,0.5329770926998759,0.29341494222328485,0.6610917006837754
0.16905481793085314,0.7008181225240828,0.18561679264417572,0.4071937569718823
0.16616274484027865,0.4328949646122593,0.17464031948518546,0.6822141901141251
0.0,0.0,0.07228367517045324,0.0
0.0,0.0,0.07228367517045324,0.0
0.0,0.0,0.07228367517045324,0.0
0.3622978835283291,0.4861488496940532,0.3069668822267992,0.4888955138803149
0.4168528986459839,0.5797736332964909,0.27208754229014914,0.31592097687019016
0.7695543578283157,0.30147708857810174,0.19231125816050762,0.39411593425397695
0.0,0.0,0.07228367517045324,0.0
0.0,0.0,0.07228367517045324,0.0
0.22242671223872743,0.6287218302596068,0.1403651119582509,0.42305521619209563
0.060470619166557105,0.32927870996791075,0.2100621664778729,0.7381988757523065
0.3394242145392401,0.4504820592769717,0.26025916142252054,0.5388566672543855
0.0,0.0,0.07228367517045324,0.0
0.06625476534770604,0.3483424192764887,0.21377378270774408,0.7142392949848355
0.24792953858288416,0.462128611751261,0.3547520776010477,0.5812435816259433
0.09990797949257262,0.3347109548354579,0.5003394857025855,0.7626047246142881
0.34349940843959503,0.5180993786366933,0.19685479285098842,0.49974151614825196
0.2007361640594189,0.5149761125746541,0.27787627347206845,0.5144606503760265
0.06362560799263835,0.5537906610803613,0.1486498179939677,0.6332690174071458
0.10779545155777569,0.5980724351373388,0.17000980379862438,0.5447038495123607
0.0,0.0,0.07228367517045324,0.0
0.0,0.0,0.07228367517045324,0.0
0.08097804653608517,0.4837491307080788,0.1724287265670771,0.6366442922759705
0.08150387800709868,0.2755086556403942,0.2418837961591373,0.827284945264669
0.31707637702116465,0.5771940500727063,0.27582011098561027,0.4023642037175703
0.12330747995267516,0.6985775989843584,0.2501723719344865,0.35006119230248645
0.4699618772183514,0.4369517394968028,0.3369366388186742,0.49102996418237155
0.24976994873143152,0.49475165543937955,0.18621293384540255,0.5380921906701095
0.08978572367556192,0.9031298037333719,0.08920841917116616,0.28061742851707383
0.1367161824635204,0.26037995838004646,0.3075022669435915,0.7524988908806541
0.12777704745629023,0.48489305697913937,0.4386218586682062,0.6310700049147911
0.0,0.0,0.07228367517045324,0.0
0.0,0.0,0.07228367517045324,0.0
0.20612593663730772,0.5510240271438013,0.14316097793739577,0.5025222491859485
