image_index,contrast_0
925,7401.503355704698
926,0.0
927,2327.51677852349
928,2327.51677852349
929,0.0
930,2275.1476510067114
931,0.0
932,2205.322147651007
933,6147.553691275169
934,5926.439597315437
935,0.0
936,4300.087248322148
937,4710.312080536913
938,4157.526845637584
939,4384.459731543624
940,4384.459731543624
941,5169.996644295302
942,3744.3926174496646
943,4396.097315436242
944,3034.5
945,5780.969798657718
946,6103.912751677853
947,6103.912751677853
948,3782.214765100671
949,4596.845637583892
950,4564.842281879195
951,3636.744966442953
952,5007.0704697986575
953,4294.268456375839
954,2184.956375838926
955,1320.8657718120803
956,1899.8355704697988
957,13927.278523489931
958,13453.046979865772
959,13522.872483221476
960,3904.4093959731545
961,3950.959731543624
962,3500.003355704698
963,2228.5973154362414
964,2938.489932885906
965,2193.684563758389
966,9618.46308724832
967,8047.389261744967
968,9618.46308724832
969,1949.2953020134228
970,1949.2953020134228
971,0.0
972,1105.5704697986578
973,1920.201342281879
974,2004.573825503356
975,2443.892617449664
976,1699.0872483221478
977,2426.4362416107383
978,10811.31543624161
979,11532.845637583894
980,11105.1644295302
981,2708.6476510067114
982,2586.453020134228
983,2673.734899328859
984,3689.114093959732
985,0.0
986,2851.2080536912754
987,2385.704697986577
988,1859.1040268456377
989,1585.6208053691275
990,4381.5503355704695
991,4672.489932885906
992,4582.298657718121
993,1637.989932885906
994,0.0
995,2359.520134228188
996,0.0
997,4512.473154362417
998,4451.375838926175
999,1605.986577181208
1000,1611.8053691275168
1001,1605.986577181208
1002,2071.489932885906
1003,2298.422818791946
1004,0.0
1005,1888.1979865771807
1006,1681.6308724832215
1007,989.1946308724832
1008,3537.8255033557043
1009,2746.469798657718
1010,0.0
1011,5871.161073825504
1012,7465.510067114094
1013,7104.744966442953
1014,5484.2114093959735
1015,5629.681208053691
1016,5193.271812080537
1017,2400.2516778523486
1018,0.0
1019,2042.3959731543623
1020,4078.973154362416
1021,4532.838926174497
1022,4570.661073825504
1023,3206.1543624161072
1024,2670.8255033557048
1025,3406.902684563758
1026,1489.6107382550335
1027,0.0
1028,0.0
1029,5527.852348993289
1030,6234.835570469799
1031,6234.835570469799
1032,5728.600671140939
1033,5251.459731543624
1034,4596.845637583892
1035,0.0
1036,2938.489932885906
1037,2071.489932885906
1038,2170.4093959731545
1039,3040.318791946309
1040,2775.5637583892617
1041,2987.9496644295305
1042,0.0
1043,2641.731543624161
1044,0.0
1045,2839.570469798658
1046,3561.1006711409395
1047,2996.6778523489934
1048,3700.751677852349
1049,2996.6778523489934
1050,2461.3489932885905
1051,2889.030201342281
1052,3313.802013422819
1053,2839.570469798658
1054,2723.1946308724832
1055,2088.946308724832
1056,3380.718120805369
1057,4020.7852348993288
1058,0.0
1059,9408.986577181207
1060,10209.070469798658
1061,10209.070469798658
1062,2941.3993288590605
1063,2842.479865771812
1064,2030.758389261745
1065,2877.3926174496646
1066,2807.5671140939594
1067,2388.614093959732
1068,9647.557046979866
1069,9100.590604026846
1070,9889.03691275168
1071,3083.9597315436245
1072,2577.724832214765
1073,3197.4261744966443
1074,0.0
1075,1995.8456375838923
1076,2001.6644295302012
1077,1931.8389261744967
1078,1088.1140939597317
1079,0.0
1080,1960.93288590604
1081,1960.93288590604
1082,2048.2147651006712
1083,1734.0
1084,1512.8859060402683
1085,2414.798657718121
1086,3150.8758389261748
1087,2446.802013422819
1088,3206.154362416108
1089,2452.620805369128
1090,3273.070469798657
1091,2915.2147651006712
1092,4000.419463087248
1093,4204.077181208054
1094,4291.359060402685
1095,4163.345637583892
1096,4733.587248322148
1097,3729.8456375838928
1098,9007.489932885906
1099,9141.322147651008
1100,9208.238255033555
1101,9225.694630872484
1102,7701.171140939597
1103,9048.221476510069
1104,1553.6174496644294
1105,1553.6174496644294
1106,1518.7046979865772
1107,7931.013422818793
1108,7017.463087248322
1109,6857.446308724831
1110,2798.8389261744965
1111,0.0
1112,2787.201342281879
1113,1955.1140939597317
1114,1943.476510067114
1115,2653.3691275167785
1116,0.0
1117,2598.090604026845
1118,2647.550335570469
1119,2915.2147651006712
1120,2897.758389261745
1121,2909.3959731543628
1122,2123.859060402684
1123,3395.265100671141
1124,2577.724832214765
1125,2650.459731543624
1126,1984.2080536912752
1127,1984.2080536912752
1128,1946.3859060402683
1129,1140.4832214765102
1130,1093.9328859060402
1131,2714.4664429530203
1132,2714.4664429530203
1133,0.0
1134,11774.325503355703
1135,12440.577181208051
1136,12292.19798657718
1137,3447.63422818792
1138,3482.546979865772
1139,2647.550335570469
1140,1716.543624161074
1141,1530.3422818791946
1142,2359.520134228188
1143,8221.953020134228
1144,7017.463087248322
1145,8221.953020134228
1146,2077.308724832215
1147,2135.4966442953023
1148,2118.0402684563755
1149,2918.124161073825
1150,2842.479865771812
1151,2088.946308724832
1152,8847.473154362417
1153,8870.74832214765
1154,0.0
1155,1344.1409395973153
1156,2123.8590604026845
1157,2144.224832214765
1158,12364.93288590604
1159,0.0
1160,6365.758389261745
1161,2013.3020134228184
1162,2036.5771812080536
1163,2013.3020134228184
1164,1248.1308724832215
1165,893.1845637583892
1166,1312.1375838926174
1167,0.0
1168,2280.9664429530203
1169,0.0
1170,3840.402684563758
1171,2225.6879194630874
1172,2464.258389261745
1173,0.0
1174,5487.120805369128
1175,4710.312080536913
1176,1949.2953020134228
1177,1134.6644295302012
1178,1134.6644295302012
1179,0.0
1180,2592.271812080537
1181,2580.63422818792
1182,3971.3255033557048
1183,3971.3255033557048
1184,3971.3255033557048
1185,2522.4463087248323
1186,2865.7550335570468
1187,2839.570469798657
1188,2810.4765100671143
1189,2810.4765100671143
1190,2810.4765100671143
1191,6630.513422818793
1192,7864.097315436242
1193,7864.097315436242
1194,2391.523489932886
1195,2135.4966442953023
1196,2135.4966442953023
1197,2030.758389261745
1198,1320.8657718120803
1199,0.0
1200,2059.8523489932886
1201,2059.8523489932886
1202,2059.8523489932886
1203,14448.060402684565
1204,14448.060402684565
1205,13851.63422818792
1206,18995.44630872483
1207,17031.604026845635
1208,18995.44630872483
1209,0.0
1210,3005.4060402684563
1211,2371.157718120805
1212,0.0
1213,2251.8724832214766
1214,0.0
1215,2083.1275167785234
1216,0.0
1217,2083.1275167785234
1218,0.0
1219,8233.590604026846
1220,8757.28187919463
1221,1547.798657718121
1222,1518.7046979865772
1223,1507.0671140939598
1224,2531.1744966442952
1225,1862.013422818792
1226,1821.2818791946308
1227,1102.6610738255033
1228,1748.5469798657718
1229,989.1946308724832
1230,2705.738255033557
1231,3415.630872483221
1232,2705.738255033557
1233,4739.406040268456
1234,4567.7516778523495
1235,4413.553691275169
1236,6188.285234899329
1237,6214.469798657719
1238,6197.013422818793
1239,7212.392617449665
1240,7433.506711409396
1241,0.0
1242,6615.966442953019
1243,7378.228187919463
1244,7418.959731543624
1245,8940.573825503356
1246,8416.88255033557
1247,9699.926174496646
1248,1024.1073825503356
1249,1766.003355704698
1250,1408.1476510067114
1251,2554.4496644295305
1252,2653.3691275167785
1253,2653.3691275167785
1254,3977.144295302013
1255,5295.100671140939
1256,3924.7751677852343
1257,2327.51677852349
1258,2577.724832214765
1259,2871.573825503356
1260,1472.1543624161077
1261,1443.0604026845638
1262,1466.3355704697983
1263,7410.231543624161
1264,7410.231543624161
1265,0.0
1266,2100.5838926174497
1267,2310.060402684564
1268,2784.2919463087246
1269,2641.731543624161
1270,2653.3691275167785
1271,2653.3691275167785
1272,5603.496644295302
1273,0.0
1274,4221.53355704698
1275,2822.114093959732
1276,2685.3724832214766
1277,2429.3456375838923
1278,0.0
1279,2941.3993288590605
1280,1978.3892617449665
1281,2286.7852348993288
1282,2106.4026845637586
1283,1291.7718120805368
1284,3092.6879194630874
1285,3054.8657718120808
1286,2216.959731543624
1287,2775.5637583892617
1288,2775.5637583892617
1289,0.0
1290,2886.1208053691275
1291,2211.1409395973155
1292,3051.9563758389263
1293,2484.6241610738257
1294,2484.6241610738257
1295,2496.261744966443
1296,2170.4093959731545
1297,2152.953020134228
1298,1303.4093959731545
1299,8675.818791946309
1300,9135.5033557047
1301,9164.597315436242
1302,6816.714765100671
1303,6004.993288590604
1304,5539.4899328859065
