image_index,contrast_0,dissimilarity_0,homogeneity_0,energy_0,correlation_0,asm_0,entropy_0,contrast_45,dissimilarity_45,homogeneity_45,energy_45,correlation_45,asm_45,entropy_45,contrast_90,dissimilarity_90,homogeneity_90,energy_90,correlation_90,asm_90,entropy_90,contrast_135,dissimilarity_135,homogeneity_135,energy_135,correlation_135,asm_135,entropy_135
0,2462.281108199655,9.656004345881,0.9622812330239022,0.5295145981080993,0.9127688541411778,0.5295145981080993,1.1309836406855314,3075.5067567567567,12.06081081081081,0.9528874577702702,0.5198419323427594,0.8914116541080785,0.5198419323427594,1.173382965272793,1348.6573446874395,5.288852332107606,0.9793404205777047,0.5466756337510014,0.9521277168994765,0.5466756337510014,1.0441205101644402,2462.281108199655,9.656004345881,0.9622812330239023,0.5295145981080993,0.9127688541411778,0.5295145981080993,1.1309836406855311
1,2350.0941526263623,9.21605550049554,0.9639997832011893,0.5521868386590938,0.9125031564360334,0.5521868386590938,1.0895370609587578,1991.709948062325,7.810627247303236,0.9694897373152218,0.5571018289394671,0.9258834012550585,0.5571018289394671,1.0639791507649052,1340.520715380004,5.256943981882369,0.9794650625707721,0.5679046653538825,0.9499852751060097,0.5679046653538825,1.0104111388205967,2350.0941526263623,9.21605550049554,0.9639997832011893,0.5521868386590938,0.9125031564360334,0.5521868386590938,1.0895370609587576
2,2802.4141507259737,10.989859414611661,0.9570708616616732,0.5274526410389482,0.9003305244674137,0.5274526410389482,1.1484545694675843,3708.7968302085737,14.544301294935583,0.9431863230666578,0.5149299455097042,0.868699973109006,0.5149299455097042,1.2032104914448822,1631.1341285135225,6.3966044255432255,0.9750132639627218,0.5445041777960398,0.9419782358757421,0.5445041777960398,1.0625799965030716,2802.4141507259737,10.989859414611661,0.9570708616616732,0.5274526410389481,0.9003305244674137,0.5274526410389481,1.1484545694675843
3,4421.910112359551,17.340823970037455,0.9322624063670413,0.5021887963236258,0.8434759479939343,0.5021887963236258,1.254173923508676,5616.7458345513005,22.026454253142354,0.9139591630736627,0.4855617238848623,0.8016689281331135,0.4855617238848623,1.3196414875242186,4390.195574799105,17.216453234506293,0.9327482295527099,0.5032275973521213,0.844392791436989,0.5032275973521213,1.2513206963077659,4421.910112359551,17.340823970037455,0.9322624063670412,0.5021887963236258,0.8434759479939343,0.5021887963236258,1.254173923508676
4,4687.63475988239,18.382881411303494,0.9281918694870956,0.48902994398685606,0.8376819483907598,0.48902994398685606,1.284672715618734,6226.047531398874,24.415872672152446,0.9046254973744045,0.46854897510341564,0.7849809405314678,0.46854897510341564,1.3647548350801482,4433.41519318926,17.38594193407553,0.9320861643200176,0.49387750463282826,0.8460503491269351,0.49387750463282826,1.267757713743619,4687.63475988239,18.382881411303494,0.9281918694870956,0.48902994398685606,0.8376819483907598,0.48902994398685606,1.284672715618734
5,4687.63475988239,18.382881411303494,0.9281918694870956,0.48902994398685606,0.8376819483907598,0.48902994398685606,1.284672715618734,6226.047531398874,24.415872672152446,0.9046254973744046,0.46854897510341564,0.7849809405314677,0.46854897510341564,1.3647548350801482,4433.41519318926,17.38594193407553,0.9320861643200176,0.4938775046328283,0.8460503491269351,0.4938775046328283,1.267757713743619,4687.63475988239,18.382881411303494,0.9281918694870956,0.48902994398685606,0.8376819483907598,0.48902994398685606,1.284672715618734
6,4189.89119090874,16.43094584670094,0.9358166177863245,0.5102457432639063,0.8500084744053574,0.5102457432639063,1.232752611282529,4992.801854582137,19.579615116008384,0.9235171284530923,0.5003681654977946,0.821132842583573,0.5003681654977946,1.27534586679857,2984.94599459946,11.705670567056707,0.9542747243474348,0.5290352520625173,0.8925845244979338,0.5290352520625173,1.1552026479447184,4189.89119090874,16.43094584670094,0.9358166177863244,0.5102457432639063,0.8500084744053573,0.5102457432639063,1.232752611282529
7,4155.182193193537,16.294832130170732,0.9363483119915206,0.5077537167141614,0.8522722665513975,0.5077537167141614,1.2355621051721595,4583.446971152,17.9743018476549,0.9297878834075981,0.5024742101493622,0.8368382779052761,0.5024742101493622,1.2592450556714094,3046.9862748888463,11.948965783877828,0.9533243524067273,0.5255314317164295,0.8909943728612149,0.5255314317164295,1.1636360788930868,4155.182193193537,16.294832130170732,0.9363483119915206,0.5077537167141614,0.8522722665513977,0.5077537167141614,1.2355621051721595
8,4085.9695056214387,16.023409825966425,0.9374085553673186,0.5097746304713847,0.8543644828695911,0.5097746304713847,1.2297824339881214,4977.581878572531,19.519928935578555,0.9237502775953962,0.4987743417147161,0.8224055504103157,0.4987743417147161,1.2775530897199414,2926.7711702583683,11.477534001013211,0.9551658828085421,0.5280256629425142,0.8951160395208906,0.5280256629425142,1.1543525369058794,4085.9695056214387,16.023409825966425,0.9374085553673186,0.5097746304713847,0.8543644828695911,0.5097746304713847,1.2297824339881214
9,2961.736061971621,11.614651223418122,0.9546302686585229,0.5937485237463476,0.8745222260838078,0.5937485237463476,1.0475327434501822,3364.073997982892,13.192447050913302,0.9484670037073699,0.5862206802932944,0.8585727567963446,0.5862206802932944,1.0745595277472761,1831.1736286047299,7.1810730533518825,0.9719489333853442,0.6126912502251606,0.9218803876217404,0.6126912502251606,0.964647325171138,2961.736061971621,11.614651223418122,0.954630268658523,0.5937485237463476,0.8745222260838078,0.5937485237463476,1.0475327434501822
10,3059.1577981651376,11.996697247706422,0.9531379013761467,0.5785123541789411,0.8751575141549046,0.5785123541789411,1.077181282482072,3482.670590399117,13.65753172705536,0.94665026669119,0.570729763290236,0.858947953566958,0.570729763290236,1.1052219249876631,1889.2528906018383,7.408834865105248,0.9710592388081827,0.5979239825135148,0.9224261617911795,0.5979239825135148,0.9918398937805193,3059.1577981651376,11.996697247706422,0.9531379013761467,0.5785123541789411,0.8751575141549046,0.5785123541789411,1.077181282482072
11,3249.9220229475322,12.74479224685307,0.9502156552857302,0.5686933399667001,0.8698404303868027,0.5686933399667001,1.1011828751258919,4006.6348728246317,15.712293618920125,0.9386238530510932,0.5580643124942738,0.8399910830141016,0.5580643124942738,1.1455381665028246,2136.800247302158,8.379608812949641,0.9672671530744154,0.5863127478008601,0.9140958150910521,0.5863127478008601,1.023203775180046,3249.9220229475322,12.74479224685307,0.9502156552857302,0.5686933399667002,0.8698404303868026,0.5686933399667002,1.1011828751258919
