image_index,contrast_0,dissimilarity_0,homogeneity_0,energy_0,correlation_0,asm_0,entropy_0,contrast_45,dissimilarity_45,homogeneity_45,energy_45,correlation_45,asm_45,entropy_45,contrast_90,dissimilarity_90,homogeneity_90,energy_90,correlation_90,asm_90,entropy_90,contrast_135,dissimilarity_135,homogeneity_135,energy_135,correlation_135,asm_135,entropy_135
0,45.83346837114392,2.1099057736166125,0.7615121931713409,0.012149099443198795,0.9757725259323345,0.012149099443198795,8.199596948719126,81.7817134933076,3.226878089955384,0.6814657749165894,0.009434031931235955,0.9561907349026664,0.009434031931235955,8.665618205014091,29.36714272855471,1.4688559512736656,0.7707211606058814,0.012013345616834838,0.9844370536105541,0.012013345616834838,7.983742960485319,45.833468371143915,2.109905773616613,0.7615121931713408,0.012149099443198795,0.9757725259323343,0.012149099443198795,8.199596948719126
1,22.220948527759045,1.5164006892934738,0.7887777478052128,0.013221870149965243,0.9865384969237694,0.013221870149965243,7.892687740837402,17.07882204002894,1.5457559681697615,0.7187735375409797,0.010264933485811895,0.9897171455182097,0.010264933485811895,8.192435985036173,6.799652272965721,0.9685396963383744,0.7941345711497153,0.013042324089173834,0.9959060853242678,0.013042324089173834,7.728734246422264,22.220948527759045,1.5164006892934743,0.7887777478052128,0.013221870149965243,0.9865384969237694,0.013221870149965243,7.892687740837401
2,66.42170602261363,2.6830705330359206,0.7289761157574125,0.009781708555005098,0.9803467481510806,0.009781708555005098,8.616683772751722,122.70543387856945,4.444059390690941,0.6300382290090273,0.007489537120566764,0.9615370264860561,0.007489537120566764,9.156181320735875,43.85107953496955,2.1349264932029275,0.7325290809321949,0.010006953099471408,0.9875148078606812,0.010006953099471408,8.4532995738762,66.42170602261365,2.68307053303592,0.7289761157574124,0.009781708555005096,0.9803467481510809,0.009781708555005096,8.61668377275172
3,22.286053858883708,1.8624642695953062,0.6805449554599631,0.005243138086299974,0.9808428947324764,0.005243138086299974,9.039586129082709,48.351692163643776,3.1926242505700952,0.5445269537966004,0.0029679032652144945,0.9578580460054907,0.0029679032652144945,9.790601943707694,23.570873903294256,1.9136932083251819,0.6684944332326079,0.004978625375434898,0.9797998172253246,0.004978625375434898,9.08912136116113,22.286053858883708,1.862464269595306,0.6805449554599631,0.005243138086299974,0.9808428947324764,0.005243138086299974,9.03958612908271
4,24.5658835546476,1.9772841614196637,0.6739695392102566,0.005026068628967012,0.9831657255093647,0.005026068628967012,9.112770709161127,52.74383098505363,3.3418391543133383,0.5405262550249187,0.0028723054295877776,0.9635986414038089,0.0028723054295877776,9.848487045835697,26.378223408311094,2.0581624094548228,0.6599700396305592,0.004775590690232698,0.9819087776701013,0.004775590690232698,9.175863525221926,24.5658835546476,1.9772841614196637,0.6739695392102566,0.005026068628967012,0.9831657255093649,0.005026068628967012,9.112770709161127
5,10.339935776237208,1.4194051799165692,0.7044580652119625,0.005876823745034155,0.9864426226162653,0.005876823745034155,8.745201978888325,22.840582986676313,2.3734701874962316,0.5637954680682035,0.0032441487383304056,0.9700748372092555,0.0032441487383304056,9.511436275995623,9.405437423147287,1.4253216567195515,0.6867750274748701,0.005429437669535961,0.987633669221446,0.005429437669535961,8.80999982021279,10.339935776237208,1.419405179916569,0.7044580652119626,0.005876823745034155,0.9864426226162653,0.005876823745034155,8.745201978888325
6,10.156677086636767,1.251740437034688,0.7603893370413469,0.0059334614147564975,0.9898756472781395,0.0059334614147564975,8.57353799894401,15.92095593817376,1.8183474537669675,0.6421000289097172,0.003804512522261027,0.9841508502088003,0.003804512522261027,9.135715765646225,9.584370468825519,1.2605425326244561,0.7257546466492406,0.0051088098004069835,0.9904359539715891,0.0051088098004069835,8.628939992225597,10.156677086636767,1.2517404370346878,0.7603893370413469,0.0059334614147564975,0.9898756472781393,0.0059334614147564975,8.573537998944012
7,37.46862555160908,2.0427910266463707,0.7374169909946111,0.005403658226348675,0.9798284304547236,0.005403658226348675,8.791847687172142,81.43191561545814,3.7291737346945064,0.5930359923163707,0.00324534980743879,0.9514847214266711,0.00324534980743879,9.542378524567727,42.475899901380664,2.0869082840236692,0.709288320601471,0.004726563316812894,0.9758899298615996,0.004726563316812894,8.822869577297697,37.46862555160908,2.0427910266463707,0.7374169909946112,0.005403658226348675,0.9798284304547233,0.005403658226348675,8.791847687172142
8,10.475275638121131,1.2907717867391633,0.7572482497165707,0.0059723692705088765,0.9895337859295239,0.0059723692705088765,8.586294195952723,30.421859582542695,2.4528880455407966,0.6193115799487693,0.003593606371678867,0.9696529227589251,0.003593606371678867,9.346901418407116,17.65302176638521,1.5297645121822274,0.717965844865461,0.005095959520042489,0.9823608411156168,0.005095959520042489,8.677827011413642,10.475275638121131,1.2907717867391635,0.7572482497165707,0.005972369270508876,0.9895337859295239,0.005972369270508876,8.586294195952721
9,65.43641282171409,2.5250494944762654,0.7233512977057279,0.006472256439218949,0.9825322048008476,0.006472256439218949,8.981659283098717,92.20678918590525,3.2269289185905228,0.6424323791381303,0.004831952049890083,0.9752011325907446,0.004831952049890083,9.332467750795113,37.911300562307275,1.6265191365862506,0.7380381150386519,0.006515829995293424,0.9898567965237687,0.006515829995293424,8.757414552661494,65.43641282171409,2.525049494476265,0.7233512977057279,0.006472256439218949,0.9825322048008476,0.006472256439218949,8.981659283098715
10,49.61757440655501,2.2101458006988794,0.7316715668467326,0.006733553785154302,0.9851479331755848,0.006733553785154302,8.857404125968955,71.48820747567223,2.876148179585898,0.6483583600943281,0.005008163138285655,0.9784334873249346,0.005008163138285655,9.225217330177127,24.935158675145413,1.2861125342816673,0.7514555091200046,0.006755008600933401,0.9925576428997795,0.006755008600933401,8.601554894321984,49.61757440655501,2.2101458006988794,0.7316715668467327,0.006733553785154302,0.9851479331755849,0.006733553785154302,8.857404125968955
