contrast_0,entropy_0
0.3545089361874321,0.7818190771749338
0.2733096679322254,0.868813053937816
0.10262953071789974,0.8403081511124051
0.28634880080770486,0.8073727424126032
0.11130479609388542,0.6321475456009814
0.2814560214499706,0.6924101842152066
0.17160663467863213,0.7693654467934481
0.41282169235976013,0.9250044104686167
0.0,0.0
0.3097369517640564,0.7723385878868793
0.21480163104537284,0.8801639257397217
0.21921311351392597,0.6900304493719376
0.6468030332900102,0.7499971453069342
0.031525824279286976,0.2158364549583702
0.13728273313226064,0.8037955685296508
0.20437348801182367,0.7655665713987541
0.18797265183502151,0.7734084809553075
0.17530988932421718,0.8690210688879811
0.14687313604217414,0.8124906873589276
0.09142277237792397,0.8927268556856554
0.2755097504618807,0.8273175336435074
0.14991275079526822,0.8703925240581414
0.12258843077368152,0.7665855067752418
0.094466881249189,0.7120236761379567
0.15281571663227472,0.7794302536957981
0.21428456708121224,0.8930336042296111
0.2534958497518976,0.639676840356083
0.18458111072717376,0.7895273071259635
0.009987164036494712,0.2703865085860319
0.0,0.0
0.3357520353304623,0.7984180064245071
0.17152123367316194,0.9117937163580606
0.0970911260090105,0.7855283602273653
0.1498510024750784,0.7968483778964143
0.24836093002036036,0.788646586105617
0.15140190635196918,0.8140657768372405
0.14452758038265798,0.9037913211342216
0.811108536452656,0.7879111261161573
0.0,0.36656716875575573
0.2259872602373477,0.926187966586078
0.11807378287970222,0.8639180546074634
0.2642846855071556,0.8317513936865215
0.29637967860941905,0.8850167434063554
0.1421564928085732,0.7879866975037771
0.003375146687164304,0.331650404096135
0.0,0.21208363544630837
0.13130117543458286,0.7518368492543929
0.0013035839527516266,0.30232836540039376
0.28634880080770486,0.8073727424126032
0.37380210059254865,0.9160820251654617
0.054975203164497166,0.8170944388784495
0.027539691150592283,0.35092560840838083
0.20924645487158514,0.6668910436657329
0.17528037075274788,0.825528759698314
0.0059018286004724535,0.26859468876329634
0.5607400878551645,0.889267827358801
0.0,0.0
0.09508970648676282,0.8026582828609089
0.16888463606455317,0.863369971720924
0.04008655146583767,0.24804739217105645
0.1744634403672195,0.8982404070994489
0.1534621035352034,0.7526690650728803
0.007745093357037642,0.33932459379761737
0.11408613531728759,0.8612198236811286
0.12579470007089286,0.8596487971327988
0.2770502616597524,0.771560236384316
0.13353753582783104,0.7653435485468131
0.12437604049863972,0.776497982447737
0.27648370667252575,0.7079209442606131
0.003732166915127081,0.3384137023489328
0.16526353590863277,0.7223439006047475
0.17782205103281903,0.767420816164709
0.24945021702224263,0.7066217077615471
0.44047906044047747,0.7385353685486731
0.19527442586185795,0.899192075831431
0.35456347455288684,0.8904489217107712
0.2366071910399098,0.5515400697333537
0.07607817076845706,0.8677762719654984
0.10213066863816961,0.684273884791646
0.16787200567009222,0.8955599945611576
0.1474655895691398,0.7290281024481977
0.16057708194486756,0.7635216808963159
0.0,0.1770703396201937
0.45794742339619593,0.7823247035739704
0.17783625181738938,0.837454495707511
0.1019083828155445,0.753220099121352
0.1612424795899595,0.8687618082553397
0.2370948888760228,0.8253287817230367
2.356703915790616e-06,0.028950875721480487
0.32167552226947727,0.9119115022910032
0.09496324951860449,0.8161471434075448
0.1361791401851405,0.707126670982367
0.015733035232922826,0.22130726172783452
0.012523289808600627,0.22978805423016568
0.20842826370026,0.8649541627291136
0.7435993610323912,0.9735462296592925
0.13941874627726644,0.7528233539424926
0.26159054063836956,0.9221720071973926
0.23864406501302804,0.818424851513896
0.22921134296295095,0.7265893578869803
0.2100217304114352,0.7826339474449145
0.21511102521696493,0.8440196972938503
0.0,0.0
0.001803167497108528,0.46293163433006357
