contrast_0,entropy_0
276.2986129753915,11.726760670511402
0.0901118568232662,5.260195396457673
547.61355704698,11.24664607031081
0.2385682326621924,5.686264158421281
132.25252796420585,9.369667956325468
461.61865771812086,11.931803131254462
0.0659060402684563,3.122320239251952
0.0319910514541387,3.2083511199567383
25.609843400447428,9.044301628942508
185.4000447427293,9.715209785126833
43.74286353467562,9.436077018520894
102.85937360178973,11.259745914335
49.54093959731544,8.411969779591761
107.1310067114094,11.438992255143832
482.5336465324384,12.234428878168988
343.33096196868007,9.109515752867935
0.4062639821029083,6.403493206806745
796.645548098434,12.479096236585429
42.25199105145414,7.834802722528709
197.76648769574948,12.285030620500176
87.42800894854585,11.53964618390462
1054.2373601789711,11.7863020845342
100.2552125279642,10.831749672398296
172.1521252796421,10.343333222781306
166.0812975391499,7.925163113708361
126.14577181208055,10.571046615061205
91.85879194630871,10.052631193348985
87.32800894854586,11.386372269435938
91.85879194630871,10.05263119334898
67.71606263982102,11.470458010643783
110.51758389261744,10.30231039569792
84.85570469798658,10.859329212059407
223.95369127516776,10.637700367466325
217.57798657718124,8.737154214437542
45.70085011185682,9.31504861155089
467.9946756152125,12.335758169661563
396.711096196868,11.91680127359888
230.63722595078303,10.438262089544477
0.1319015659955257,6.09080121713335
0.0533780760626398,3.784149415442933
137.27467561521254,10.745925034851137
543.561163310962,12.844105197582198
224.768903803132,9.46535174693362
0.023579418344519,3.250709569034873
141.8123489932886,9.191373056835324
147.39064876957494,11.205671883795352
195.8472035794184,11.131070899009693
319.4856375838926,12.256179570224685
193.2918120805369,11.525882601253446
290.49633109619685,11.610234352294054
234.8957941834452,10.27639934225997
148.48899328859062,10.916966542248131
250.512125279642,10.528484592445672
51.36693512304251,10.75171074380482
354.0418344519016,8.238302029608294
156.6544071588367,8.37622678596992
204.3089932885906,12.37472873965131
1531.600268456376,13.042557214780606
188.95785234899327,10.455357727433416
142.04935123042506,10.71686035231232
387.79051454138704,9.901741561698255
350.5651901565995,8.558809487986391
866.5677404921702,12.184151644080387
0.0,-0.0
47.468859060402686,9.454468571506606
385.28572706935125,10.713497293841954
0.0913646532438478,3.724321070801551
46.84143176733781,9.094792980436804
0.0,-0.0
0.0032214765100671,0.746720380743787
139.69458612975396,9.401292461631128
472.2230872483221,10.051513793865578
169.78161073825504,12.08931189206617
154.95521252796422,8.576789175033017
0.1813870246085011,4.73087754525094
164.93194630872483,9.986916271536977
413.4914093959732,11.290120837479158
210.0991946308725,11.262260544928688
342.8813422818792,12.759079919294852
0.0412527964205816,3.01368358083302
373.1555704697987,11.449870592669424
439.2190604026845,11.479532529445
180.44926174496644,11.883294169221234
434.9432214765101,12.036466960570376
0.0,-0.0
207.3060402684564,11.99293615992153
258.163355704698,11.921696063243829
153.6293512304251,11.529542966455216
37.91762863534675,10.397546785107966
0.0,-0.0
179.88022371364653,10.949752293685076
144.37387024608503,11.858225743835083
117.81677852348992,9.029444735302947
166.93145413870246,8.741986838307504
166.70997762863536,11.132148513345516
